"waterbody_segment","pollutant_name","test_fraction","pollutant_group","n_samples","most_recent_sample_year","n_detects","most_recent_detect_year","n_sample_dates","n_ccc_exceedance","n_cmc_exceedance","n_d_exceedance","most_recent_ccc_exceedance_date","most_recent_ccc_exceedance_year","most_recent_cmc_exceedance_date","most_recent_cmc_exceedance_year","most_recent_d_exceedance_date","most_recent_d_exceedance_year","n_since_most_recent_ccc_exceedance","n_since_most_recent_cmc_exceedance","n_since_most_recent_d_exceedance","n_samples_2011_to_2021","most_recent_sample_2011_to_2021","n_detects_2011_to_2021","most_recent_detect_2011_to_2021","n_ccc_exceedance_2011_to_2021","n_cmc_exceedance_2011_to_2021","n_d_exceedance_2011_to_2021","n_samples_2016_to_2021","most_recent_sample_2016_to_2021","n_detects_2016_to_2021","most_recent_detect_2016_to_2021","n_ccc_exceedance_2016_to_2021","n_cmc_exceedance_2016_to_2021","n_d_exceedance_2016_to_2021","current_category","ccc_criterion","ccc_dl_ratio_range","ccc_dl_ratio","cmc_criterion","cmc_dl_ratio_range","cmc_dl_ratio","d_criterion","d_dl_ratio_range","d_dl_ratio","decision_case_number"
"HICKEY RUN","FLUORENE",NA,"PAH1",6,2019,0,"Never",5,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,6,2019,0,"Never",0,0,0,3,2019,0,"Never",0,0,0,"4a",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",3
"KINGMAN LAKE","FLUORENE",NA,"PAH1",25,2019,1,"2016",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,25,2019,1,"2016",0,0,0,15,2019,0,"Never",0,0,0,"4a",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",3
"KLINGLE VALLEY","FLUORENE",NA,"PAH1",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",8
"LUZON BRANCH","FLUORENE",NA,"PAH1",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",8
"MELVIN HAZEN VALLEY BRANCH","FLUORENE",NA,"PAH1",14,2021,0,"Never",14,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,14,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"3",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",10
"NASH RUN","FLUORENE",NA,"PAH1",7,2019,0,"Never",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,7,2019,0,"Never",0,0,0,3,2019,0,"Never",0,0,0,"4a",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",3
"NORMANSTONE CREEK","FLUORENE",NA,"PAH1",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",15
"OXON RUN","FLUORENE",NA,"PAH1",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",8
"PINEHURST BRANCH","FLUORENE",NA,"PAH1",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",8
"PINEY BRANCH","FLUORENE",NA,"PAH1",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",8
"POPE BRANCH","FLUORENE",NA,"PAH1",7,2019,0,"Never",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,7,2019,0,"Never",0,0,0,4,2019,0,"Never",0,0,0,"4a",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",3
"PORTAL BRANCH","FLUORENE",NA,"PAH1",2,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,2,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",8
"POTOMAC LOWER","FLUORENE",NA,"PAH1",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"Not Listed",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",15
"POTOMAC MIDDLE","FLUORENE",NA,"PAH1",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"Not Listed",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",15
"POTOMAC UPPER","FLUORENE",NA,"PAH1",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"Not Listed",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",15
"ROCK CREEK LOWER","FLUORENE",NA,"PAH1",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"Not Listed",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",15
"ROCK CREEK UPPER","FLUORENE",NA,"PAH1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",15
"SOAPSTONE CREEK","FLUORENE",NA,"PAH1",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",8
"TEXAS AVENUE TRIBUTARY","FLUORENE",NA,"PAH1",6,2019,0,"Never",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,6,2019,0,"Never",0,0,0,3,2019,0,"Never",0,0,0,"4a",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",3
"TIDAL BASIN","FLUORENE",NA,"PAH1",3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,3,2014,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",8
"WASHINGTON SHIP CHANNEL","FLUORENE",NA,"PAH1",19,2016,0,"Never",7,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,19,2016,0,"Never",0,0,0,12,2016,0,"Never",0,0,0,"3",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",10
"WATTS BRANCH LOWER","FLUORENE",NA,"PAH1",3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,3,2014,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",8
"WATTS BRANCH UPPER","FLUORENE",NA,"PAH1",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"3",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",10
"BATTERY KEMBLE CREEK","FLUORENE",NA,"PAH1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",15
"C&O CANAL","FLUORENE",NA,"PAH1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",15
"FORT CHAPLIN TRIBUTARY","FLUORENE",NA,"PAH1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",15
"FORT DAVIS TRIBUTARY","FLUORENE",NA,"PAH1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",15
"FOUNDRY BRANCH","FLUORENE",NA,"PAH1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,"70","0.000286 - 0.00107","less than 1",15
"ANACOSTIA LOWER","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",52,2021,1,"2020",24,0,0,1,NA,"Never",NA,"Never",2020-09-11,"2020",0,0,9,52,2021,1,"2020",0,0,1,40,2021,1,"2020",0,0,1,"4a","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",5
"ANACOSTIA UPPER","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",105,2019,23,"2019",17,1,0,23,2018-12-20,"2018",NA,"Never",2019-06-11,"2019",23,0,0,105,2019,23,"2019",1,0,23,86,2019,23,"2019",1,0,23,"4a","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",1
"BROAD BRANCH","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",14,2021,8,"2021",14,1,0,8,2021-03-17,"2021",NA,"Never",2021-04-15,"2021",3,0,2,14,2021,8,"2021",1,0,8,13,2021,7,"2021",1,0,7,"4a","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",1
"DALECARLIA TRIBUTARY","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",1,2013,1,"2013",1,0,0,1,NA,"Never",NA,"Never",2013-10-29,"2013",0,0,0,1,2013,1,"2013",0,0,1,0,NA,NA,NA,NA,NA,NA,"4a","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",4
"DUMBARTON OAKS","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",15,2021,11,"2021",14,5,0,11,2021-04-15,"2021",NA,"Never",2021-04-15,"2021",2,0,2,15,2021,11,"2021",5,0,11,13,2021,9,"2021",4,0,9,"4a","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",1
"FENWICK BRANCH","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",1,2013,1,"2013",1,0,0,1,NA,"Never",NA,"Never",2013-10-29,"2013",0,0,0,1,2013,1,"2013",0,0,1,0,NA,NA,NA,NA,NA,NA,"4a","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",4
"FORT DUPONT TRIBUTARY","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",13,2021,1,"2021",13,0,0,1,NA,"Never",NA,"Never",2021-01-13,"2021",0,0,5,13,2021,1,"2021",0,0,1,13,2021,1,"2021",0,0,1,"Not Listed","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",18
"FORT STANTON TRIBUTARY","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",17,2021,0,"Never",16,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,17,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"Not Listed","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",15
"HICKEY RUN","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",6,2019,0,"Never",5,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,6,2019,0,"Never",0,0,0,3,2019,0,"Never",0,0,0,"3","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",9
"KINGMAN LAKE","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",25,2019,1,"2016",13,0,0,1,NA,"Never",NA,"Never",2016-07-29,"2016",0,0,11,25,2019,1,"2016",0,0,1,15,2019,1,"2016",0,0,1,"3","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",12
"KLINGLE VALLEY","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",1,2013,1,"2013",1,0,0,1,NA,"Never",NA,"Never",2013-10-29,"2013",0,0,0,1,2013,1,"2013",0,0,1,0,NA,NA,NA,NA,NA,NA,"4a","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",4
"LUZON BRANCH","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",1,2013,1,"2013",1,0,0,1,NA,"Never",NA,"Never",2013-10-29,"2013",0,0,0,1,2013,1,"2013",0,0,1,0,NA,NA,NA,NA,NA,NA,"4a","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",4
"MELVIN HAZEN VALLEY BRANCH","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",14,2021,2,"2021",14,0,0,2,NA,"Never",NA,"Never",2021-02-10,"2021",0,0,4,14,2021,2,"2021",0,0,2,13,2021,2,"2021",0,0,2,"3","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",7
"NASH RUN","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",7,2019,2,"2014",6,0,0,2,NA,"Never",NA,"Never",2014-01-12,"2014",0,0,3,7,2019,2,"2014",0,0,2,3,2019,0,"Never",0,0,0,"4a","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",1
"NORMANSTONE CREEK","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",1,2013,1,"2013",1,0,0,1,NA,"Never",NA,"Never",2013-10-29,"2013",0,0,0,1,2013,1,"2013",0,0,1,0,NA,NA,NA,NA,NA,NA,"4a","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",4
"OXON RUN","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,"3","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",8
"PINEHURST BRANCH","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",1,2013,1,"2013",1,0,0,1,NA,"Never",NA,"Never",2013-10-29,"2013",0,0,0,1,2013,1,"2013",0,0,1,0,NA,NA,NA,NA,NA,NA,"4a","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",4
"PINEY BRANCH","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",1,2013,1,"2013",1,0,0,1,NA,"Never",NA,"Never",2013-10-29,"2013",0,0,0,1,2013,1,"2013",0,0,1,0,NA,NA,NA,NA,NA,NA,"4a","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",4
"POPE BRANCH","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",7,2019,3,"2014",6,0,0,3,NA,"Never",NA,"Never",2014-01-12,"2014",0,0,4,7,2019,3,"2014",0,0,3,4,2019,0,"Never",0,0,0,"4a","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",1
"PORTAL BRANCH","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",2,2013,2,"2013",1,0,0,2,NA,"Never",NA,"Never",2013-10-29,"2013",0,0,0,2,2013,2,"2013",0,0,2,0,NA,NA,NA,NA,NA,NA,"4a","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",1
"POTOMAC LOWER","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"Not Listed","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",15
"POTOMAC MIDDLE","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",13,2021,1,"2020",13,0,0,1,NA,"Never",NA,"Never",2020-09-11,"2020",0,0,9,13,2021,1,"2020",0,0,1,13,2021,1,"2020",0,0,1,"Not Listed","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",18
"POTOMAC UPPER","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",13,2021,1,"2020",13,0,0,1,NA,"Never",NA,"Never",2020-11-04,"2020",0,0,7,13,2021,1,"2020",0,0,1,13,2021,1,"2020",0,0,1,"Not Listed","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",18
"ROCK CREEK LOWER","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",13,2021,7,"2021",13,0,0,7,NA,"Never",NA,"Never",2021-04-15,"2021",0,0,2,13,2021,7,"2021",0,0,7,13,2021,7,"2021",0,0,7,"Not Listed","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",14
"ROCK CREEK UPPER","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,"4a","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",2
"SOAPSTONE CREEK","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",1,2013,1,"2013",1,0,0,1,NA,"Never",NA,"Never",2013-10-29,"2013",0,0,0,1,2013,1,"2013",0,0,1,0,NA,NA,NA,NA,NA,NA,"4a","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",4
"TEXAS AVENUE TRIBUTARY","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",6,2019,3,"2018",6,0,0,3,NA,"Never",NA,"Never",2018-08-30,"2018",0,0,2,6,2019,3,"2018",0,0,3,3,2019,1,"2018",0,0,1,"4a","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",1
"TIDAL BASIN","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,3,2014,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,"3","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",8
"WASHINGTON SHIP CHANNEL","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",19,2016,0,"Never",7,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,19,2016,0,"Never",0,0,0,12,2016,0,"Never",0,0,0,"3","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",9
"WATTS BRANCH LOWER","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",7,2019,0,"Never",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,7,2019,0,"Never",0,0,0,4,2019,0,"Never",0,0,0,"3","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",9
"WATTS BRANCH UPPER","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",13,2021,1,"2021",13,0,0,1,NA,"Never",NA,"Never",2021-04-15,"2021",0,0,2,13,2021,1,"2021",0,0,1,13,2021,1,"2021",0,0,1,"3","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",12
"BATTERY KEMBLE CREEK","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,"Not Listed","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",15
"C&O CANAL","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,"Not Listed","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",15
"FORT CHAPLIN TRIBUTARY","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,"Not Listed","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",15
"FORT DAVIS TRIBUTARY","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,"Not Listed","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",15
"FOUNDRY BRANCH","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,"Not Listed","3.8E-3","0.0342 - 1.29","greater than 1","5.1999999999999998E-2","0.00025 -0.00942","less than 1","3.2e-05","4.06 - 153","greater than 1",15
"ANACOSTIA LOWER","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",52,2021,2,"2016",24,0,0,2,NA,"Never",NA,"Never",2016-12-01,"2016",0,0,18,52,2021,2,"2016",0,0,2,40,2021,2,"2016",0,0,2,"4a",NA,NA,NA,NA,NA,NA,"0.0013","14.6 - 70.8","greater than 1",1
"ANACOSTIA UPPER","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",56,2019,2,"2016",14,0,0,2,NA,"Never",NA,"Never",2016-10-05,"2016",0,0,28,56,2019,2,"2016",0,0,2,37,2019,1,"2016",0,0,1,"4a",NA,NA,NA,NA,NA,NA,"0.0013","14.6 - 70.8","greater than 1",1
"BROAD BRANCH","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",14,2021,1,"2020",14,0,0,1,NA,"Never",NA,"Never",2020-10-07,"2020",0,0,8,14,2021,1,"2020",0,0,1,13,2021,1,"2020",0,0,1,"Not Listed",NA,NA,NA,NA,NA,NA,"0.0013","14.6 - 70.8","greater than 1",18
"DALECARLIA TRIBUTARY","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"0.0013","14.6 - 70.8","greater than 1",8
"DUMBARTON OAKS","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",15,2021,0,"Never",14,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,15,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"3",NA,NA,NA,NA,NA,NA,"0.0013","14.6 - 70.8","greater than 1",9
"FENWICK BRANCH","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,0,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"0.0013","14.6 - 70.8","greater than 1",8
